"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/426176","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, how many Volkswagen vehicles have been retested for emissions by the Vehicle Certification Agency to date; what the outcome of those retests has been; how many vehicles are still to be retested; and when he expects all retests to be completed.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2015/16 14847","14847"
"http://data.parliament.uk/resources/426177","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, what assessment he has made of Innovate UK's contribution to the development of technologies in (a) aviation, (b) road transport and (c) ports and shipping.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2015/16 14853","14853"
"http://data.parliament.uk/resources/426178","2015-11-09","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, what steps he is taking to increase productivity in 2015-16.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14682","14682"
"http://data.parliament.uk/resources/426179","2015-11-09","Department for Culture, Media and Sport","2015-11-04","To ask the Secretary of State for Culture, Media and Sport, what steps he plans to take to improve broadband services in urban areas (a) generally and (b) for small and medium-sized businesses in 2015-16.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14681","14681"
"http://data.parliament.uk/resources/426180","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, what the outcome was of the investigation by his Department's Finance Group Internal Audit and Investigations team into allegations made in December 2013 of inappropriate use of the Flexible Support Fund at Plaistow Jobcentre.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14920","14920"
"http://data.parliament.uk/resources/426181","2015-11-09","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, who authorised the payment from the Flexible Support Fund which led to the dismissal of two staff from Plaistow Jobcentre in May 2014.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14921","14921"
"http://data.parliament.uk/resources/426182","2015-11-09","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, what discussions were held with the two Jobcentre Plus staff dismissed from Plaistow Jobcentre in May 2014 after a complaint about misuse of the Flexible Support Fund on (a) whether that misuse was part of a pattern of malpractice and (b) by whom it was authorised.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14866","14866"
"http://data.parliament.uk/resources/426183","2015-11-09","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, how many complaints were made by jobseekers about advisers at Plaistow Jobcentre between 1 June 2013 and 31 May 2014.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14871","14871"
"http://data.parliament.uk/resources/426184","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, on how many occasions between 1 June 2013 and 31 May 2014 the officer at Plaistow Jobcentre responsible for authorising payments from the Flexible Support Fund queried the use of that fund to pay for Zone 1 to 4 travelcards.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14911","14911"
"http://data.parliament.uk/resources/426185","2015-11-09","Department for Environment, Food and Rural Affairs","2015-11-04","To ask the Secretary of State for Environment, Food and Rural Affairs, whether her Department plans to take steps to ensure that water and sewerage charges for schools reflect actual costs incurred by the water company.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2015/16 14776","14776"
"http://data.parliament.uk/resources/426186","2015-11-09","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, with reference to the proposals on the provision of court and tribunal estate in England and Wales published by his Department on 16 July 2015, when the decision was taken to include Ormskirk Magistrates' Court and Family Court in the list of courts earmarked for closure.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2015/16 14929","14929"
"http://data.parliament.uk/resources/426187","2015-11-09","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, why HM Courts and Tribunals Service officials based in Lancashire were not informed that courts in that county were earmarked for closure before the consultation on the proposal for a single local justice area for Lancashire.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2015/16 14930","14930"
"http://data.parliament.uk/resources/426188","2015-11-09","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, when HM Courts and Tribunals Service Delivery Director for the North West region was informed of the inclusion of courts in Lancashire on the list of courts being considered for closure under the proposals announced on 23 June 2015.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2015/16 14931","14931"
"http://data.parliament.uk/resources/426189","2015-11-09","Department for Education","2015-11-04","To ask the Secretary of State for Education, what estimate she has made of the number of additional teachers needed in (a) 2016-17, (b) 2017-18, (c) 2018-19, (d) 2019-20 and (e) 2020-21.","Biography information for Lucy Powell","Lucy Powell","House of Commons Tabled Parliamentary Question 2015/16 14872","14872"
"http://data.parliament.uk/resources/426190","2015-11-09","Department for Education","2015-11-04","To ask the Secretary of State for Education, what estimate she has made of the number of additional teachers need in (a) mathematics, (b) English, (c) science, (d) physics, (e) computer science, (f) modern languages, (g) geography and (h) history in (i) 2016-17, (ii) 2017-18, (iii) 2018-19, (iv) 2019-20 and (v) 2020-21.","Biography information for Lucy Powell","Lucy Powell","House of Commons Tabled Parliamentary Question 2015/16 14873","14873"
"http://data.parliament.uk/resources/426191","2015-11-09","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, if he will ensure that any agreement on a central registry of beneficial ownership in Bermuda will include access for the public with legitimate reason.","Biography information for Pauline Latham","Pauline Latham","House of Commons Tabled Parliamentary Question 2015/16 14836","14836"
"http://data.parliament.uk/resources/426192","2015-11-06","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, pursuant to the Answer of 8 July 2015 to Question 5430, whether similarly effective systems for central registries of beneficial ownership in the Overseas Territories includes legitimate public access in line with the Fourth EU Anti Money Laundering Directive.","Biography information for Dame  Margaret Hodge","Margaret Hodge","House of Commons Tabled Parliamentary Question 2015/16 14755","14755"
"http://data.parliament.uk/resources/426193","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, pursuant to the Answer of 14 October 2015 to Question 11080, on Deportation: Appeals, how many of the 426 cases referred to have been heard in court.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14834","14834"
"http://data.parliament.uk/resources/426194","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, how many people deported under the deport first, appeal later measures have successfully appealed against their deportation; how many of those people have returned to the UK; and of those people that have returned, what the length of time was that each such person spent outside the UK between their deportation and return.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14743","14743"
"http://data.parliament.uk/resources/426195","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what the length of time was that each person who successfully appealed against their deportation under the deport first, appeal later measures spent outside the UK.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14744","14744"
"http://data.parliament.uk/resources/426196","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what estimate she has made of the number of foreign national offenders, deported between July 2014 and August 2015, who returned to a country other than their country of nationality.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14745","14745"
"http://data.parliament.uk/resources/426197","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what the cost to her Department has been of (a) deporting and (b) returning deported people following a successful appeal under the deport first, appeal later measures.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14751","14751"
"http://data.parliament.uk/resources/426198","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, pursuant to the Answer of 14 October 2015 to Question 11080, on deportation: appeals, how many appellants (a) had a legal representative at their panel and (b) gave evidence at the appeal via video link.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14788","14788"
"http://data.parliament.uk/resources/426199","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, pursuant to the Answer of 14 October 2015 to Question 11080, on deportation: appeals, how many of the 426 cases referred to are pending to be heard before the Upper Tribunal.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14791","14791"
"http://data.parliament.uk/resources/426200","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, pursuant to the Answer of 14 October 2015 to Question 11080, on deportation: appeals in, how many of the 426 cases which were appealed were the appeals later discontinued by the appellant.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14792","14792"
"http://data.parliament.uk/resources/426201","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, pursuant to the Answer of 14 October 2015 to Question 11080, on deportation: appeals, how many of the 426 cases which were appealed had those appeals dismissed by the relevant tribunal.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14793","14793"
"http://data.parliament.uk/resources/426202","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, pursuant to the Answer of 14 October 2015 to Question 11080, on deportation: appeals, to which countries have the 1,780 foreign national offenders referred to been deported.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14794","14794"
"http://data.parliament.uk/resources/426203","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, pursuant to the Answer of 14 October 2015 to Question 11080, on deportation: appeals, how many of the 426 cases referred to was certification withdrawn.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14789","14789"
"http://data.parliament.uk/resources/426204","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, pursuant to the Answer of 14 October 2015 to Question 11080, on deportation: appeals, how many of the 426 appeals referred to have been certified under Regulation 24AA.","Biography information for Gavin Newlands","Gavin Newlands","House of Commons Tabled Parliamentary Question 2015/16 14790","14790"
"http://data.parliament.uk/resources/426205","2015-11-09","Department for Education","2015-11-04","To ask the Secretary of State for Education, whether home educators are permitted under her Department's guidance to receive help from education authorities (a) through the SEN budget and (b) for looked after children, through the pupil premium; and what financial help is available to guardians who wish to home educate children with SEN.","Biography information for Sir Oliver Heald","Sir Oliver Heald","House of Commons Tabled Parliamentary Question 2015/16 14927","14927"
"http://data.parliament.uk/resources/426206","2015-11-06","Department for Environment, Food and Rural Affairs","2015-11-04","To ask the Secretary of State for Environment, Food and Rural Affairs, what discussions she has had with the fisheries Minister in the Northern Ireland Executive on the level of cod stocks in the Irish Sea.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14753","14753"
"http://data.parliament.uk/resources/426207","2015-11-06","Foreign and Commonwealth Office","2015-11-04","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the human rights situation in Egypt.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14741","14741"
"http://data.parliament.uk/resources/426208","2015-11-06","Foreign and Commonwealth Office","2015-11-04","To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he has had with the Indian government on its steps to hold to account and prosecute state officials and other people who violate the safeguard for religious freedom in that country's constitution.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14677","14677"
"http://data.parliament.uk/resources/426209","2015-11-06","Foreign and Commonwealth Office","2015-11-04","To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions the Government had with the Chinese government during the state visit to London in October 2015 on reducing restrictions on the Christian minority in China.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14678","14678"
"http://data.parliament.uk/resources/426210","2015-11-06","Foreign and Commonwealth Office","2015-11-04","To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he has had with his Kenyan counterpart on steps to control terrorism in the last 12 months.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14752","14752"
"http://data.parliament.uk/resources/426211","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what steps he is taking to ensure that people receive sufficient vitamin D each day.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14683","14683"
"http://data.parliament.uk/resources/426212","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what steps he is taking to reduce the number of suicides by men aged 18 to 45.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14684","14684"
"http://data.parliament.uk/resources/426213","2015-11-09","Ministry of Defence","2015-11-04","To ask the Secretary of State for Defence, pursuant to the Answer of 7 September 2015 to Question 8120, what the sensor capability is of the C-130 Hercules; and what the full extent is of its search and rescue resources.","Biography information for Tim Loughton","Tim Loughton","House of Commons Tabled Parliamentary Question 2015/16 14940","14940"
"http://data.parliament.uk/resources/426214","2015-11-09","Ministry of Defence","2015-11-04","To ask the Secretary of State for Defence, pursuant to the Answer of 7 September 2015 to Question 8120, what the range is of the RAF Sea King helicopter resource in its coverage of Atlantic waters.","Biography information for Tim Loughton","Tim Loughton","House of Commons Tabled Parliamentary Question 2015/16 14941","14941"
"http://data.parliament.uk/resources/426215","2015-11-09","Ministry of Defence","2015-11-04","To ask the Secretary of State for Defence, pursuant to the Answer of 7 September 2015 to Question 8118, what the Atlantic coverage is of the Sentry airbourne warning MK1 aircraft.","Biography information for Tim Loughton","Tim Loughton","House of Commons Tabled Parliamentary Question 2015/16 14942","14942"
"http://data.parliament.uk/resources/426216","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, pursuant to the Answer of 19 October 2015 to Question 11306, what the cost of commissioning NHS Employers to help trusts improve staff mental health and wellbeing was in the last year for which figures are available.","Biography information for Luciana Berger","Luciana Berger","House of Commons Tabled Parliamentary Question 2015/16 14945","14945"
"http://data.parliament.uk/resources/426217","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, pursuant to the Answer of 23 October 2015 to Question 12672, how many specialist midwives have been trained since November 2013.","Biography information for Luciana Berger","Luciana Berger","House of Commons Tabled Parliamentary Question 2015/16 14946","14946"
"http://data.parliament.uk/resources/426218","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, how much of the £15 million new funding allocated to perinatal mental health for 2015-16 has been spent to date; and what that funding has been spent on.","Biography information for Luciana Berger","Luciana Berger","House of Commons Tabled Parliamentary Question 2015/16 14919","14919"
"http://data.parliament.uk/resources/426219","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, pursuant to the Answer of 20 October 2015 to Question 11305, if he will ask NICE to undertake a technical appraisal of psychological therapies.","Biography information for Luciana Berger","Luciana Berger","House of Commons Tabled Parliamentary Question 2015/16 14939","14939"
"http://data.parliament.uk/resources/426220","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, when he plans to publish the report of the Mental Health Taskforce commissioned by NHS England.","Biography information for Luciana Berger","Luciana Berger","House of Commons Tabled Parliamentary Question 2015/16 14912","14912"
"http://data.parliament.uk/resources/426221","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what the names are of the in-patient mother and baby units specialising in caring for women during the perinatal period that were open in 2010.","Biography information for Iain Stewart","Iain Stewart","House of Commons Tabled Parliamentary Question 2015/16 14739","14739"
"http://data.parliament.uk/resources/426222","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how many in-patient mother and baby units specialising in caring for women during the perinatal period closed between 2010 and 2015; and how many such units are open.","Biography information for Iain Stewart","Iain Stewart","House of Commons Tabled Parliamentary Question 2015/16 14740","14740"
"http://data.parliament.uk/resources/426223","2015-11-09","Cabinet Office","2015-11-04","To ask the Minister for the Cabinet Office, what change there has been in median gross weekly pay for (a) men and (b) women in Ashfield constituency in each year since 2010.","Biography information for Gloria De Piero","Gloria De Piero","House of Commons Tabled Parliamentary Question 2015/16 14868","14868"
"http://data.parliament.uk/resources/426224","2015-11-09","Cabinet Office","2015-11-04","To ask the Minister for the Cabinet Office, how many and what proportion of (a) men and (b) women have been paid the minimum wage in (i) Ashfield constituency, (ii) each constituency in Nottinghamshire and (iii) England in each year since 2010.","Biography information for Gloria De Piero","Gloria De Piero","House of Commons Tabled Parliamentary Question 2015/16 14869","14869"
"http://data.parliament.uk/resources/426225","2015-11-09","Cabinet Office","2015-11-04","To ask the Minister for the Cabinet Office, how many and what proportion of (a) men and (b) women were paid the living wage in (i) Ashfield constituency, (ii) each constituency in Nottinghamshire and (iii) England in each year since 2010.","Biography information for Gloria De Piero","Gloria De Piero","House of Commons Tabled Parliamentary Question 2015/16 14870","14870"
"http://data.parliament.uk/resources/426226","2015-11-09","Department for Communities and Local Government","2015-11-04","To ask the Secretary of State for Communities and Local Government, how many families with children living in bed and breakfast have been so accommodated for more than six weeks; and how many families with children were living in bed and breakfast accommodation in (a) each local authority in the East Midlands and (b) England in each year since 2010.","Biography information for Gloria De Piero","Gloria De Piero","House of Commons Tabled Parliamentary Question 2015/16 14867","14867"
"http://data.parliament.uk/resources/426227","2015-11-06","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, if he will (a) consider legal action to recover tax due from Volkswagen as a consequence of carbon dioxide outputs and nitrogen dioxide levels and (b) commit not to reassess tax payments for an additional benefit in kind as a result of higher carbon dioxide outputting vehicles.","Biography information for Craig Mackinlay","Craig Mackinlay","House of Commons Tabled Parliamentary Question 2015/16 14888","14888"
"http://data.parliament.uk/resources/426228","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what assessment he has made of the implications for his policies of the findings in the report of the Office for National Statistics, Decennial Child Dental Health Survey that (a) 46 per cent of 15 year olds and 34 per cent of 12 year olds had obvious decay experience in their permanent teeth and (b) children eligible for free school meals are significantly less likely to be in good overall oral health than those not eligible.","Biography information for Craig Mackinlay","Craig Mackinlay","House of Commons Tabled Parliamentary Question 2015/16 14889","14889"
"http://data.parliament.uk/resources/426229","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, how many pensioners who were living in countries where their pensions were frozen have moved back to the UK in each year since 2009.","Biography information for Craig Mackinlay","Craig Mackinlay","House of Commons Tabled Parliamentary Question 2015/16 14780","14780"
"http://data.parliament.uk/resources/426230","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, how many foreign vehicles that had overstayed the permitted six months in the UK were identified as a result of the information sharing trial between the police service and HM Revenue and Customs that ran from November 2014 to February 2015; how many such vehicles were impounded; how much was raised in fines in that trial; and what plans his Department has to introduce such a scheme permanently.","Biography information for Craig Mackinlay","Craig Mackinlay","House of Commons Tabled Parliamentary Question 2015/16 14779","14779"
"http://data.parliament.uk/resources/426231","2015-11-06","Department for Energy and Climate Change","2015-11-04","To ask the Secretary of State for Energy and Climate Change, what plans the Government has for the effective and efficient oversight of strategic fuel stocks.","Biography information for Angus Brendan MacNeil","Angus Brendan MacNeil","House of Commons Tabled Parliamentary Question 2015/16 14877","14877"
"http://data.parliament.uk/resources/426232","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what recent assessment she has made of the effectiveness of the Council of Europe Convention on preventing and combating violence against women and domestic violence.","Biography information for Mr Nigel Dodds","Mr Nigel Dodds","House of Commons Tabled Parliamentary Question 2015/16 14717","14717"
"http://data.parliament.uk/resources/426233","2015-11-09","Department for Business, Innovation and Skills","2015-11-04","To ask the Secretary of State for Business, Innovation and Skills, what recent discussions he has had with the Secretary of State for Energy and Climate Change on developing energy policy.","Biography information for Mr Peter Bone","Mr Peter Bone","House of Commons Tabled Parliamentary Question 2015/16 14721","14721"
"http://data.parliament.uk/resources/426234","2015-11-09","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, what the planned date for the (a) start and (b) finish of the A509 Isham bypass is; and if he will make a statement.","Biography information for Mr Peter Bone","Mr Peter Bone","House of Commons Tabled Parliamentary Question 2015/16 14695","14695"
"http://data.parliament.uk/resources/426235","2015-11-06","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, what assessment he has made of the effect on the economy of reductions in the level of the Bus Service Operators Grant that were made in 2012; and if he will make a statement.","Biography information for Stephen McPartland","Stephen McPartland","House of Commons Tabled Parliamentary Question 2015/16 14782","14782"
"http://data.parliament.uk/resources/426236","2015-11-06","Department for Education","2015-11-04","To ask the Secretary of State for Education, what plans she has to (a) regulate freelance tutors and (b) ensure they have an enhanced DBS check in order to safeguard children.","Biography information for Stephen McPartland","Stephen McPartland","House of Commons Tabled Parliamentary Question 2015/16 14878","14878"
"http://data.parliament.uk/resources/426237","2015-11-06","Department for Education","2015-11-04","To ask the Secretary of State for Education, what plans she has to (a) regulate freelance sports coaches (b) ensure they have an enhanced DBS check in order to safeguard children.","Biography information for Stephen McPartland","Stephen McPartland","House of Commons Tabled Parliamentary Question 2015/16 14879","14879"
"http://data.parliament.uk/resources/426238","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what training and experience advisers who received calls to the NSPCC human trafficking and modern slavery helpline between July 2014 and June 2015 had; and what the cost to the public purse was of providing such training.","Biography information for Fiona Bruce","Fiona Bruce","House of Commons Tabled Parliamentary Question 2015/16 14821","14821"
"http://data.parliament.uk/resources/426239","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what information her Department holds on the nature of enquiries received by the NSPCC human trafficking and modern slavery helpline between July 2014 and June 2015; and how many such calls were from survivors of human trafficking.","Biography information for Fiona Bruce","Fiona Bruce","House of Commons Tabled Parliamentary Question 2015/16 14822","14822"
"http://data.parliament.uk/resources/426240","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what proportion of the referrals made by the NSPCC human trafficking and modern slavery helpline between July 2014 and June 2015 were made to the police.","Biography information for Fiona Bruce","Fiona Bruce","House of Commons Tabled Parliamentary Question 2015/16 14823","14823"
"http://data.parliament.uk/resources/426241","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what proportion of calls to the NSPCC human trafficking and modern slavery helpline between July 2014 and June 2015 that were referred to that helpline by (a) the police and (b) other agencies were referred back to those agencies.","Biography information for Fiona Bruce","Fiona Bruce","House of Commons Tabled Parliamentary Question 2015/16 14824","14824"
"http://data.parliament.uk/resources/426242","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what grant her Department made available to the NSPCC for running the modern slavery human trafficking helpline in the year July 2014 to June 2015.","Biography information for Fiona Bruce","Fiona Bruce","House of Commons Tabled Parliamentary Question 2015/16 14820","14820"
"http://data.parliament.uk/resources/426243","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, when he plans to announce the finalised route phase two of the High Speed 2 rail line; and if he will make a statement.","Biography information for Fiona Bruce","Fiona Bruce","House of Commons Tabled Parliamentary Question 2015/16 14735","14735"
"http://data.parliament.uk/resources/426244","2015-11-06","Ministry of Defence","2015-11-04","To ask the Secretary of State for Defence, what estimate he has made of the cost of using external agencies for recruitment to senior Civil Service posts in his Department inn each of the last five years for which figures are available.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14894","14894"
"http://data.parliament.uk/resources/426245","2015-11-06","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, what estimate he has made of the cost of using external agencies for recruitment to senior Civil Service posts in his Department inn each of the last five years for which figures are available.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14893","14893"
"http://data.parliament.uk/resources/426246","2015-11-06","Cabinet Office","2015-11-04","To ask the Minister for the Cabinet Office, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14898","14898"
"http://data.parliament.uk/resources/426247","2015-11-09","Cabinet Office","2015-11-04","To ask the Minister for the Cabinet Office, if he will set out for each Government department, how many organisations considered in-scope under the Public Contracts Regulations 2015 have provided Certificates of Performance this year.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14831","14831"
"http://data.parliament.uk/resources/426248","2015-11-09","Cabinet Office","2015-11-04","To ask the Minister for the Cabinet Office, whether organisations considered in-scope under the Public Contracts Regulations 2015 have submitted Certificates of Performance to the Crown Commercial Service for each in-scope stand-alone public contract as required under those Regulations.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14832","14832"
"http://data.parliament.uk/resources/426249","2015-11-09","Cabinet Office","2015-11-04","To ask the Minister for the Cabinet Office, if he will set out for each Government department which suppliers have provided Certificates of Performance under the Public Contracts Regulations 2015 this year.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14830","14830"
"http://data.parliament.uk/resources/426250","2015-11-06","Department for Energy and Climate Change","2015-11-04","To ask the Secretary of State for Energy and Climate Change, what assessment she has made of the effectiveness of the implementation of the greenhouse gas reporting regulation.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14813","14813"
"http://data.parliament.uk/resources/426251","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, when he plans to amend the Investment Regulations for Occupational Pensions Funds to require them to set out within their Statement of Investment Principles their approach to considering ESG risks and to stewardship.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14812","14812"
"http://data.parliament.uk/resources/426252","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, when his Department plans to publish its low risk drinking guidelines.","Biography information for Liam Byrne","Liam Byrne","House of Commons Tabled Parliamentary Question 2015/16 14845","14845"
"http://data.parliament.uk/resources/426253","2015-11-06","Department for Business, Innovation and Skills","2015-11-04","To ask the Secretary of State for Business, Innovation and Skills, if he will make an assessment of the likely demand for new UK-manufactured aircraft over the next 15 years.","Biography information for Andrew Stephenson","Andrew Stephenson","House of Commons Tabled Parliamentary Question 2015/16 14700","14700"
"http://data.parliament.uk/resources/426254","2015-11-06","Department for Business, Innovation and Skills","2015-11-04","To ask the Secretary of State for Business, Innovation and Skills, what assessment his Department has made of the ability of the UK aerospace industry to meet demand for new aircraft over the next 15 years.","Biography information for Andrew Stephenson","Andrew Stephenson","House of Commons Tabled Parliamentary Question 2015/16 14698","14698"
"http://data.parliament.uk/resources/426255","2015-11-09","Ministry of Defence","2015-11-04","To ask the Secretary of State for Defence, how many people are in receipt of a war widow or widower pension.","Biography information for Mims Davies","Mims Davies","House of Commons Tabled Parliamentary Question 2015/16 14971","14971"
"http://data.parliament.uk/resources/426256","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, how many public access defibrillators there are in (a) England and Wales and (b) in public buildings in England.","Biography information for Mims Davies","Mims Davies","House of Commons Tabled Parliamentary Question 2015/16 14926","14926"
"http://data.parliament.uk/resources/426257","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what steps his Department is taking to raise awareness of urticaria among (a) the general public and (b) health professionals in primary care.","Biography information for Sir David Amess","Sir David Amess","House of Commons Tabled Parliamentary Question 2015/16 14758","14758"
"http://data.parliament.uk/resources/426258","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what steps his Department is taking to ensure that patients with chronic spontaneous urticaria have access to appropriate treatments and care at specialist centres.","Biography information for Sir David Amess","Sir David Amess","House of Commons Tabled Parliamentary Question 2015/16 14699","14699"
"http://data.parliament.uk/resources/426259","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, if he will take steps to improve the level of accurate chronic spontaneous urticaria diagnosis in primary care.","Biography information for Sir David Amess","Sir David Amess","House of Commons Tabled Parliamentary Question 2015/16 14697","14697"
